New IonID,UTHSC ID,M/Z_OLD_BXD_STUDY,M/Z_AGING_STUDY_2017,AGING_ID,Primary_HMDB_ID,ChemicalFormula,Confidence,Primary Name,Secondary Names,ChEBI_ID,ChEMBL_ID,CAS_number,PubChem_ID,ChemSpider_ID,UNII_ID,EC_number,KEGG_ID,Description,Molecular_Weight,Nugowiki_ID,Aliases,Type,Tissue
48,102.0559894_MZ,102.0559894,102.0560272,102.056,HMDB00092,C4H9NO2,100,Dimethylglycine,"Gamma-Aminobutyric acid, L-Alpha-aminobutyric acid, 2-Aminoisobutyric acid, (S)-b-aminoisobutyric acid, (R)-b-aminoisobutyric acid, 3-Aminoisobutanoic acid",17724,,1118-68-9,673,653,,,C01026,"Dimethylglycine (DMG) is an amino acid derivative found in the cells of all plants and animals and can be obtained in the diet in small amounts from grains and meat. The human body produces DMG when metabolizing choline into Glycine. Dimethylglycine that is not metabolized in the liver is transported by the circulatory system to body tissue. Dimethylglycine was popular with Russian athletes and cosmonauts owing to its reputed ability to increase endurance and reduce fatigue. DMG is also a byproduct of homocysteine metabolism. Homocysteine and betaine are converted to methionine and N, N-dimethylglycine by betaine-homocysteine methyltransferase.",103.1198,64,"(Dimethylamino)acetate,(Dimethylamino)acetic acid,2-(Dimethylamino)acetate,2-(Dimethylamino)acetic acid,Dimethylglycine,N,N-Dimethylaminoacetate,N,N-Dimethylaminoacetic acid,N,N-Dimethylglycine,N-Methylsarcosine N,N-dimethyl-Glycine             ",Endogenous,"Liver,Kidney"
p51,103.0399_MZ,103.0399,103.0401784,103.0402,HMDB00008,C4H8O3,100,2-Hydroxybutyric acid,,1148,,600-15-7,11266,10792,,,C05984,"2-Hydroxybutyric acid (alpha-hydroxybutyrate) is an organic acid derived from alpha-ketobutyrate. Alpha-ketobutyrate is produced by amino acid catabolism (threonine and methionine) and glutathione anabolism (cysteine formation pathway) and is metabolized to propionyl-CoA and carbon dioxide (PMID: 20526369). 2-Hydroxybutyric acid is formed as a by-product during the formation of Alpha-ketobutyrate via a reaction catalyzed by lactate dehydrogenase (LDH) or alpha–hydroxybutyrate dehydrogenase (alpha–HBDH). Alpha-hydroxybutyric acid is primarily produced in mammalian hepatic tissues that catabolize L-threonine or synthesize glutathione. Oxidative stress or detoxification of xenobiotics in the liver can dramatically increase the rate of hepatic glutathione synthesis. Under such metabolic stress conditions, supplies of L-cysteine for glutathione synthesis become limiting, so homocysteine is diverted from the transmethylation pathway (which forms methionine) into the transsulfuration pathway (which forms cystathionine). 2-Hydroxybutyrate is released as a byproduct when cystathionine is cleaved to cysteine that is incorporated into glutathione. Chronic shifts in the rate of glutathione synthesis may be reflected by urinary excretion of 2-hydroxybutyrate. 2-hydroxybutyrate is an early marker for both insulin resistance and impaired glucose regulation that appears to arise due to increased lipid oxidation and oxidative stress (PMID: 20526369). 2-Hydroxybutyric acid is often found in the urine of patients suffering from lactic acidosis and ketoacidosis. 2-Hydroxybutyric acid generally appears at high concentrations in situations related to deficient energy metabolism (e.g., birth asphyxia) and also in inherited metabolic diseases affecting the central nervous system during neonatal development, such as ""cerebral"" lactic acidosis, glutaric aciduria type II, dihydrolipoyl dehydrogenase (E3) deficiency, and propionic acidemia. More recently it has been noted that elevated levels of alpha-hydroxybutyrate in the plasma is a good marker for early stage type II diabetes (PMID:19166731). It was concluded from studies done in the mid 1970's that an increased NADH2/NAD ratio was the most important factor for the production of 2-hydorxybutyric acid (PMID:168632).",104.1045,4,,Endogenous,
49,104.0353471_MZ,104.0353471,104.0354289,104.0354,HMDB00187,C3H7NO3,100,L-Serine,,17115,,56-45-1,5951,5736,,,C00065,"Serine is a nonessential amino acid derived from glycine. Like all the amino acid building blocks of protein and peptides, serine can become essential under certain conditions, and is thus important in maintaining health and preventing disease. Low-average concentration of serine compared to other amino acids is found in muscle. Serine is highly concentrated in all cell membranes. (http://www.dcnutrition.com/AminoAcids/) L-Serine may be derived from four possible sources: dietary intake; biosynthesis from the glycolytic intermediate 3-phosphoglycerate; from glycine ; and by protein and phospholipid degradation. Little data is available on the relative contributions of each of these four sources of l-serine to serine homoeostasis. It is very likely that the predominant source of l-serine will be very different in different tissues and during different stages of human development. In the biosynthetic pathway, the glycolytic intermediate 3-phosphoglycerate is converted into phosphohydroxypyruvate, in a reaction catalyzed by 3-phosphoglycerate dehydrogenase (3- PGDH; EC 1.1.1.95). Phosphohydroxypyruvate is metabolized to phosphoserine by phosphohydroxypyruvate aminotransferase (EC 2.6.1.52) and, finally, phosphoserine is converted into l-serine by phosphoserine phosphatase (PSP; EC 3.1.3.3). In liver tissue, the serine biosynthetic pathway is regulated in response to dietary and hormonal changes. Of the three synthetic enzymes, the properties of 3-PGDH and PSP are the best documented. Hormonal factors such as glucagon and corticosteroids also influence 3-PGDH and PSP activities in interactions dependent upon the diet. L-serine plays a central role in cellular proliferation. L-Serine is the predominant source of one-carbon groups for the de novo synthesis of purine nucleotides and deoxythymidine monophosphate. It has long been recognized that, in cell cultures, L-serine is a conditional essential amino acid, because it cannot be synthesized in sufficient quantities to meet the cellular demands for its utilization. In recent years, L-serine and the products of its metabolism have been recognized not only to be essential for cell proliferation, but also to be necessary for specific functions in the central nervous system. The findings of altered levels of serine and glycine in patients with psychiatric disorders and the severe neurological abnormalities in patients with defects of L-serine synthesis underscore the importance of L-serine in brain development and function. (PMID 12534373).",105.0926,131,"(-)-Serine,(S)-2-amino-3-hydroxy-Propanoate,(S)-2-amino-3-hydroxy-Propanoic acid,(S)-2-Amino-3-hydroxypropanoate,(S)-2-Amino-3-hydroxypropanoic acid,(S)-a-Amino-b-hydroxypropionate,(S)-a-Amino-b-hydroxypropionic acid,(S)-alpha-Amino-beta-hydroxypropionate,(S)-alpha-Amino-beta-hydroxypropionic acid,(S)-b-Amino-3-hydroxypropionate,(S)-b-Amino-3-hydroxypropionic acid,(S)-beta-Amino-3-hydroxypropionate,(S)-beta-Amino-3-hydroxypropionic acid,(S)-Serine,2-Amino-3-hydroxypropanoate,2-Amino-3-hydroxypropanoic acid,3-Hydroxy-L-Alanine,b-Hydroxy-L-alanine,beta-Hydroxy-L-alanine,beta-Hydroxyalanine,L-(-)-Serine,L-3-Hydroxy-2-aminopropionate,L-3-Hydroxy-2-aminopropionic acid,L-3-Hydroxy-alanine,L-Ser,Serine   ",Endogenous,"All Tissues,Prostate"
50,105.0201586_MZ,105.0201586,105.0194717,105.0195,HMDB06372,C3H6O4,100,L-Glyceric acid,Glyceric acid,none,,28305-26-2,6326776,4885497,,,none,"L-glyceric acid is a human urinary metabolite present in patients with L-Glyceric aciduria. The formation of L-glyceric acid from accumulated hydroxypyruvate is due to deficiency of human glyoxylate reductase/hydroxypyruvate reductase (GRHPR, EC 1.1.1.81), a D-2-hydroxy-acid dehydrogenase that plays a critical role in the removal of the metabolic by-product glyoxylate from within the liver. Deficiency of this enzyme is the underlying cause of primary hyperoxaluria type 2 (PH2) and leads to increased urinary oxalate levels, formation of kidney stones and renal failure. (PMID: 16756993).",106.0773,5497,"(2S)-2,3-dihydroxy-Propanoate,(2S)-2,3-dihydroxy-Propanoic acid,(S)-2,3-dihydroxy-Propanoate,(S)-2,3-dihydroxy-Propanoic acid,(S)-2,3-Dihydroxypropanoate,(S)-2,3-Dihydroxypropanoic acid,(S)-Glycerate,(S)-Glyceric acid,L-Glycerate             ",Endogenous,
58,109.0405562_MZ,109.0405562,109.040647,109.0406,HMDB03905,C5H6N2O,100,Imidazole-4-acetaldehyde,,27398,,645-14-7,150841,132948,,,C05130,"Imidazole-4-acetaldehyde is a naturally occurring aldehyde metabolite of histamine formed by the action of histaminase (E.C. 1.4.3.6), and can be synthesized by oxidation of histidine. Aldehyde dehydrogenase (EC 1.2.1.3) is the only enzyme in the human liver capable of catalyzing dehydrogenation of aldehydes arising via monoamine, diamine, and plasma amine oxidases. NAD-linked dehydrogenation of short chain aliphatic aldehydes has been found in virtually every organ of the mammalian body. Imidazole-4-acetaldehyde is a good substrate for all aldehyde dehydrogenase isozymes. Experimentally, the prebiotic formation of histidine has been accomplished by the reaction of erythrose with formamidine followed by a Strecker synthesis. Imidazole-4-acetaldehyde could have been converted to histidine on the primitive earth by a Strecker synthesis, and several prebiotic reactions could convert imidazole-4-glycol and imidazole-4-ethanol to imidazole-4-acetaldehyde. (PMID: 2071588, 2957640, 11536478).",110.1139,3486,"1H-Imidazole-4-acetaldehyde,1H-Imidazole-5-acetaldehyde,4-Imidazolylacetaldehyde,Imidazole acetaldehyde,Imidazole-4(or 5)-acetaldehyde               ",Endogenous,"Adrenal Cortex,Epidermis,Fibroblasts,Intestine,Neuron,Platelet,Spleen,Testes,Thyroid Gland"
64,111.0198218_MZ,111.0198218,111.0197898,111.0198,HMDB00300,C4H4N2O2,100,Uracil,,17568,,66-22-8,1174,1141,,,C00106,"Uracil is a common naturally occurring pyrimidine found in RNA, it base pairs with adenine and is replaced by thymine in DNA. Methylation of uracil produces thymine. Uracil's use in the body is to help carry out the synthesis of many enzymes necessary for cell function through bonding with riboses and phosphates. Uracil serves as allosteric regulator and coenzyme for many important biochemical reactions. UDP and UTP regulate CPSase II activity in animals. UDP-glucose regulates the conversion of glucose to galactose in the liver and other tissues in the process of carbohydrate metabolism. Uracil is also involved in the biosynthesis of polysaccharides and the transportation of sugars containing aldehydes.",112.0868,219,"2,4-Dihydroxypyrimidine,2,4-Dioxopyrimidine,2,4-Pyrimidinediol,2,4-Pyrimidinedione,Hybar X,Pirod,Pyrod,Uracil ",Endogenous,
66,112.0408009_MZ,112.0408009,112.04039121,112.0404,HMDB01301,C5H7NO2,100,1-Pyrroline-5-carboxylic acid,1-Pyrroline-2-carboxylic acid,1372,,2906-39-0,1196,1159,,,C04322,"1-Pyrroline-5-carboxylic acid is an enamine or an imino acid that forms on spontaneous dehydration of L-glutamate &#947;-semialdehyde in aqueous solutions. The stereoisomer (S)-1-Pyrroline-5-carboxylate is an intermediate in glutamate metabolism, in arginine degradation and in proline biosynthesis and degradation and it can be converted to or be formed from the three amino acids L-glutamate, L-ornithine and L-proline. In particular, it is synthesized with the oxidation of proline by pyrroline-5-carboxylate reductase 1 (EC 1.5.1.2, PYCR1) or by proline dehydrogenase (EC 1.5.99.8, PRODH) and it is hydrolyzed to L-glutamate by delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12, ALDH4A1). It is also one of the few metabolites that can be a precursor to other metabolites of both the urea cycle and the tricarboxylic acid (TCA) cycle.",113.1146,1163,"(S)-1-pyrroline-5-carboxylate,1-Pyrroline-5-carboxylate,1-Pyrroline-5-carboxylic acid,3,4-Dihydro-2h-pyrrole-2-carboxylate,3,4-Dihydro-2h-pyrrole-2-carboxylic acid,D1-Pyrroline-5-carboxylate,D1-Pyrroline-5-carboxylic acid,delta(1)Pyrroline-5-carboxylate,delta-1-Pyrroline-5-carboxylate,delta-1-Pyrroline-5-carboxylic acid,DL-1-Pyrroline-5-carboxylate,DL-1-Pyrroline-5-carboxylic acid,L-1-Pyrroline-5-carboxylate,L-delta 1-Pyrroline-5-carboxylate,Pyrroline 5-carboxylate,Pyrroline-5-carboxylate",Endogenous,Intestine
p69,113.0354_MZ,113.0354,113.0355619,113.0356,HMDB00076,C4H6N2O2,100,Dihydrouracil,,,,,,,,,C00429,,,,,,
69,114.0561021_MZ,114.0561021,114.0560704,114.0561,HMDB00162,C5H9NO2,100,L-Proline,Acetamidopropanal,17203,,147-85-3,145742,128566,,,none,"L-Proline is one of the twenty amino acids used in living organisms as the building blocks of proteins. Proline is sometimes called an imino acid, although the IUPAC definition of an imine requires a carbon-nitrogen double bond. Proline is a non-essential amino acid that is synthesized from glutamic acid. It is an essential component of collagen and is important for proper functioning of joints and tendons.",115.1305,113,"(-)-(S)-Proline,(-)-2-Pyrrolidinecarboxylate,(-)-2-Pyrrolidinecarboxylic acid,(-)-Proline,(S)-(-)-Proline,(S)-(-)-Pyrrolidine-2-carboxylate,(S)-(-)-Pyrrolidine-2-carboxylic acid,(S)-2-Carboxypyrrolidine,(S)-2-Pyrralidinecarboxylate,(S)-2-Pyrralidinecarboxylic acid,(S)-2-Pyrrolidinecarboxylate,(S)-2-Pyrrolidinecarboxylic acid,(S)-Proline,2-Pyrrolidinecarboxylate,2-Pyrrolidinecarboxylic acid,Proline",Endogenous,"All Tissues,Prostate"
70,115.0036897_MZ,115.0036897,115.0036948,115.0037,HMDB00134,C4H4O4,100,Fumaric acid,Maleic acid,18012,,110-17-8,444972,10197150,,,C00122,"Fumaric acid is a precursor to L-malate in the Krebs tricarboxylic acid cycle. It is formed by the oxidation of succinate by succinate dehydrogenase. Fumarate is converted by fumarase to malate. A fumarate is a salt or ester of the organic compound fumaric acid, a dicarboxylic acid. (wikipedia).",116.0722,94,"(2E)-But-2-enedioate,(2E)-But-2-enedioic acid,(E)-2-Butenedioate,(E)-2-Butenedioic acid,2-(E)-Butenedioate,2-(E)-Butenedioic acid,Allomaleate,Allomaleic acid,Boletate,Boletic acid,FC 33,Fumarate,Fumaric acid,Lichenate,Lichenic acid,Sodium fumarate,trans-1,2-Ethylenedicarboxylate,trans-1,2-Ethylenedicarboxylic acid,trans-2-Butenedioate,trans-2-Butenedioic acid,trans-Butenedioate,trans-Butenedioic acid ",Endogenous,Prostate
72,116.0352151_MZ,116.0352151,116.0352163,116.0352,HMDB12249,C4H7NO3,100,L-Aspartate-semialdehyde,"Acetylglycine, L-2-Amino-3-oxobutanoic acid",18051,,15106-57-7,439235,388372,,,C00441,"L-Aspartate-semialdehyde is involved in both the lysine biosynthesis I and homoserine biosynthesis pathways. In the lysine biosynthesis I pathway, L-Aspartate-semialdehyde is produce from a reaction between L-aspartyl-4-phosphate and NADPH, with phosphate and NADP+ as byproducts. The reaction is catalyzed by aspartate-semialdehyde dehydrogenase. L-Aspartate-semialdehyde reacts with pyruvate to produce L-2,3-dihydrodipicolinate and water. Dihydrodipicolinate synthase catalyzes this reaction. In the homoserine biosynthesis pathway, L-Aspartate-semialdehyde is produce from a reaction between L-aspartyl-4-phosphate and NADPH, with phosphate and NADP+ as byproducts. The reaction is catalyzed by aspartate-semialdehyde dehydrogenase. L-Aspartate-semialdehyde reacts with NAD(P)H and H+ to form homoserine and NAD(P)+.",117.1033,10974,"L-Aspartate b-semialdehyde,L-Aspartate-4-semialdehyde,L-Aspartic 4-semialdehyde                ",Endogenous,
74,116.0717491_MZ,116.0717491,116.0718056,116.0718,HMDB00883,C5H11NO2,100,L-Valine,"N-Methyl-a-aminoisobutyric acid, 5-Aminopentanoic acid",16414,,72-18-4,6287,6050,,,C00183,"Valine (abbreviated as Val or V) is an -amino acid with the chemical formula HO2CCH(NH2)CH(CH3)2. It is named after the plant valerian. L-Valine is one of 20 proteinogenic amino acids. Its codons are GUU, GUC, GUA, and GUG. This essential amino acid is classified as nonpolar. Along with leucine and isoleucine, valine is a branched-chain amino acid. Branched chain amino acids (BCAA) are essential amino acids whose carbon structure is marked by a branch point. These three amino acids are critical to human life and are particularly involved in stress, energy and muscle metabolism. BCAA supplementation as therapy, both oral and intravenous, in human health and disease holds great promise. ""BCAA"" denotes valine, isoleucine and leucine which are branched chain essential amino acids. Despite their structural similarities, the branched amino acids have different metabolic routes, with valine going solely to carbohydrates, leucine solely to fats and isoleucine to both. The different metabolism accounts for different requirements for these essential amino acids in humans: 12 mg/kg, 14 mg/kg and 16 mg/kg of valine, leucine and isoleucine respectively. Furthermore, these amino acids have different deficiency symptoms. Valine deficiency is marked by neurological defects in the brain, while isoleucine deficiency is marked by muscle tremors. Many types of inborn errors of BCAA metabolism exist, and are marked by various abnormalities. The most common form is the maple syrup urine disease, marked by a characteristic urinary odor. Other abnormalities are associated with a wide range of symptoms, such as mental retardation, ataxia, hypoglycemia, spinal muscle atrophy, rash, vomiting and excessive muscle movement. Most forms of BCAA metabolism errors are corrected by dietary restriction of BCAA and at least one form is correctable by supplementation with 10 mg of biotin daily. BCAA are decreased in patients with liver disease, such as hepatitis, hepatic coma, cirrhosis, extrahepatic biliary atresia or portacaval shunt; aromatic amino acids (AAA)—tyrosine, tryptophan and phenylalanine, as well as methionine—are increased in these conditions. Valine in particular, has been established as a useful supplemental therapy to the ailing liver. All the BCAA probably compete with AAA for absorption into the brain. Supplemental BCAA with vitamin B6 and zinc help normalize the BCAA:AAA ratio. (http://www.dcnutrition.com). In sickle-cell disease, valine substitutes for the hydrophilic amino acid glutamic acid in hemoglobin. Because valine is hydrophobic, the hemoglobin does not fold correctly. Valine is an essential amino acid, hence it must be ingested, usually as a component of proteins.",117.1463,797,"(2S)-2-Amino-3-methylbutanoate,(2S)-2-Amino-3-methylbutanoic acid,(S)-2-amino-3-methyl-Butanoate,(S)-2-amino-3-methyl-Butanoic acid,(S)-2-Amino-3-methylbutanoate,(S)-2-Amino-3-methylbutanoic acid,(S)-2-Amino-3-methylbutyrate,(S)-2-Amino-3-methylbutyric acid,(S)-a-Amino-b-methylbutyrate,(S)-a-Amino-b-methylbutyric acid,(S)-alpha-Amino-beta-methylbutyrate,(S)-alpha-Amino-beta-methylbutyric acid,(S)-Valine,2-Amino-3-methylbutanoate,2-Amino-3-methylbutanoic acid,2-Amino-3-methylbutyrate,2-Amino-3-methylbutyric acid,L-(+)-a-Aminoisovalerate,L-(+)-a-Aminoisovaleric acid,L-(+)-alpha-Aminoisovalerate,L-(+)-alpha-Aminoisovaleric acid,L-a-Amino-b-methylbutyrate,L-a-Amino-b-methylbutyric acid,L-alpha-Amino-beta-methylbutyrate,L-alpha-Amino-beta-methylbutyric acid,L-Valine,Valine    ",Food,"Epidermis,Fibroblasts"
75,117.0192773_MZ,117.0192773,117.0193139,117.0193,HMDB00202,C4H6O4,100,Methylmalonic acid,"Succinic acid, Erythrono-1,4-lactone, Threonolactone",30860,,516-05-2,487,473,,,C02170,Methylmalonic acid is a malonic acid derivative which is a vital intermediate in the metabolism of fat and protein. Abnormalities in methylmalonic acid metabolism lead to methylmalonic aciduria. This metabolic disease is attributed to a block in the enzymatic conversion of methylmalonyl CoA to succinyl CoA.,118.088,142,"1,1-Ethanedicarboxylate,1,1-Ethanedicarboxylic acid,2-Methylmalonate,2-Methylmalonic acid,Isosuccinate,Isosuccinic acid,Methyl-Malonate,Methyl-Malonic acid,Methyl-Propanedioate,Methyl-Propanedioic acid,Methylmalonate,Methylmalonic acid,Methylpropanedioate,Methylpropanedioic acid ",Endogenous,"Kidney,Liver"
77,118.0509686_MZ,118.0509686,118.0510799,118.0511,HMDB00167,C4H9NO3,100,L-Threonine," L-Homoserine, L-Allothreonine",16857,,72-19-5,6288,6051,,,C00188,"Threonine is an essential amino acid in humans. It is abundant in human plasma, particularly in newborns. Severe deficiency of threonine causes neurological dysfunction and lameness in experimental animals. Threonine is an immunostimulant which promotes the growth of thymus gland. It also can probably promote cell immune defense function. This amino acid has been useful in the treatment of genetic spasticity disorders and multiple sclerosis at a dose of 1 gram daily. It is highly concentrated in meat products, cottage cheese and wheat germ. (http://www.dcnutrition.com/AminoAcids/) The threonine content of most of the infant formulas currently on the market is approximately 20% higher than the threonine concentration in human milk. Due to this high threonine content the plasma threonine concentrations are up to twice as high in premature infants fed these formulas than in infants fed human milk. The whey proteins which are used for infant formulas are sweet whey proteins. Sweet whey results from cheese production. Threonine catabolism in mammals appears to be due primarily (70-80%) to the activity of threonine dehydrogenase (EC 1.1.1.103) that oxidizes threonine to 2-amino-3-oxobutyrate, which forms glycine and acetyl CoA, whereas threonine dehydratase (EC 4.2.1.16) that catabolizes threonine into 2-oxobutyrate and ammonia, is significantly less active. Increasing the threonine plasma concentrations leads to accumulation of threonine and glycine in the brain. Such accumulation affects the neurotransmitter balance which may have consequences for the brain development during early postnatal life. Thus, excessive threonine intake during infant feeding should be avoided. (PMID 9853925).",119.1192,117,"(2S,3R)-(-)-Threonine,(2S,3R)-2-Amino-3-hydroxybutyrate,(2S,3R)-2-Amino-3-hydroxybutyric acid,(R-(R*,S*))-2-Amino-3-hydroxybutanoate,(R-(R*,S*))-2-Amino-3-hydroxybutanoic acid,(S)-Threonine,2-Amino-3-hydroxybutanoate,2-Amino-3-hydroxybutanoic acid,2-Amino-3-hydroxybutyrate,2-Amino-3-hydroxybutyric acid,L-(-)-Threonine,L-2-Amino-3-hydroxybutyrate,L-2-Amino-3-hydroxybutyric acid,L-alpha-Amino-beta-hydroxybutyrate,L-alpha-Amino-beta-hydroxybutyric acid,Threonin,Threonine,[R-(R*,S*)]-2-amino-3-hydroxy-Butanoate,[R-(R*,S*)]-2-amino-3-hydroxy-Butanoic acid,[R-(R*,S*)]-2-Amino-3-hydroxybutanoate,[R-(R*,S*)]-2-Amino-3-hydroxybutanoic acid       ",Drug,"All Tissues,Prostate"
79,119.0501380_MZ,119.0501379,119.0502178,119.0502,HMDB04072,C8H8O,100,4-Hydroxystyrene,Phenylacetaldehyde,1883,,2628-17-3,62453,56234,,,C05627,"4-hydroxystyrene occurs frequently in different ciders, wines, foods and berries, e.g. cloudberry. Styrene is a prohapten metabolized in the skin by aryl hydrocarbon hydroxylase (AHH, EC 1.14.14.1) to styrene epoxide acting as the true hapten. Styrene occurs in nature and as a synthetic product.(PMID: 6713846).",120.1485,3653,"4-Vinylphenol,p-Hydroxystyrene,p-Vinylphenol                ",Endogenous,
83,121.0405399_MZ,121.0405399,121.0407282,121.0407,HMDB01406,C6H6N2O,100,Niacinamide,,17154,,98-92-0,936,911,,,C00153,"Niacinamide or vitamin B3 is an important compound functioning as a component of the coenzyme NAD. Its primary significance is in the prevention and/or cure of blacktongue and pellagra. Most animals cannot manufacture this compound in amounts sufficient to prevent nutritional deficiency and it therefore must be supplemented through dietary intake. Niacinamide is used to increase the effect of radiation therapy on tumor cells. Niacin (nicotinic acid) and niacinamide, while both labeled as vitamin B3 also have different applications. Niacinamide is useful in arthritis and early-onset type I diabetes while niacin is an effective reducer of high cholesterol levels.",122.1246,1268,"3-Carbamoylpyridine,3-Pyridinecarboxamide,3-Pyridinecarboxylic acid amide,Acid amide,Amid kyseliny nikotinove,Amide PP,Aminicotin,Amixicotyn,Amnicotin,Austrovit PP,b-Pyridinecarboxamide,Benicot,beta-Pyridinecarboxamide,Delonin Amide,Dipegyl,Dipigyl,Endobion,Factor pp,Hansamid,Inovitan PP,m-(Aminocarbonyl)pyridine,Mediatric,NAM,Nandervit-N,Niacevit,Niacinamide,Niamide,Niavit PP,Nicamide,Nicamina,Nicamindon,Nicasir,Nicobion,Nicofort,Nicogen",Endogenous,"Bladder,Fibroblasts,Neuron,Pancreas,Placenta,Skin,Spleen,Stratum Corneum,Prostate"
85,124.0073856_MZ,124.0073856,124.0071957,124.0072,HMDB00251,C2H7NO3S,100,Taurine,,15891,,107-35-7,1123,1091,,,C00245,"Taurine is a sulfur amino acid like methionine, cystine, cysteine and homocysteine. It is a lesser-known amino acid because it is not incorporated into the structural building blocks of protein. Yet taurine is an essential amino acid in pre-term and newborn infants of humans and many other species. Adults can synthesize their own taurine, yet are probably dependent in part on dietary taurine. Taurine is abundant in the brain, heart, breast, gallbladder and kidney and has important roles in health and disease in these organs. Taurine has many diverse biological functions serving as a neurotransmitter in the brain, a stabilizer of cell membranes and a facilitator in the transport of ions such as sodium, potassium, calcium and magnesium. Taurine is highly concentrated in animal and fish protein, which are good sources of dietary taurine. It can be synthesized by the body from cysteine when vitamin B6 is present. Deficiency of taurine occurs in premature infants and neonates fed formula milk, and in various disease states. Inborn errors of taurine metabolism have been described. OMIM 168605, an unusual neuropsychiatric disorder inherited in an autosomal dominant fashion through 3 generations of a family. Symptoms began late in the fifth decade in 6 affected persons and death occurred after 4 to 6 years. The earliest and most prominent symptom was mental depression not responsive to antidepressant drugs or electroconvulsive therapy. Sleep disturbances, exhaustion and marked weight loss were features. Parkinsonism developed later, and respiratory failure occurred terminally. OMIM 145350 describes congestive cardiomyopathy and markedly elevated urinary taurine levels (about 5 times normal). Other family members had late or holosystolic mitral valve prolapse and elevated urinary taurine values (about 2.5 times normal). In 2 with mitral valve prolapse, congestive cardiomyopathy eventually developed while the amounts of urinary taurine doubled. Taurine, after GABA, is the second most important inhibitory neurotransmitter in the brain. Its inhibitory effect is one source of taurine's anticonvulsant and antianxiety properties. It also lowers glutamic acid in the brain, and preliminary clinical trials suggest taurine may be useful in some forms of epilepsy. Taurine in the brain is usually associated with zinc or manganese. The amino acids alanine and glutamic acid, as well as pantothenic acid, inhibit taurine metabolism while vitamins A and B6, zinc and manganese help build taurine. Cysteine and B6 are the nutrients most directly involved in taurine synthesis. Taurine levels have been found to decrease significantly in many depressed patients. One reason that the findings are not entirely clear is because taurine is often elevated in the blood of epileptics who need it. It is often difficult to distinguish compensatory changes in human biochemistry from true metabolic or deficiency disease. Low levels of taurine are found in retinitis pigmentosa. Taurine deficiency in experimental animals produces degeneration of light-sensitive cells. Therapeutic applications of taurine to eye disease are likely to be forthcoming. Taurine has many important metabolic roles. Supplements can stimulate prolactin and insulin release. The parathyroid gland makes a peptide hormone called glutataurine (glutamic acid-taurine), which further demonstrates taurine's role in endocrinology. Taurine increases bilirubin and cholesterol excretion in bile, critical to normal gallbladder function. It seems to inhibit the effect of morphine and potentiates the effects of opiate antagonists. Low plasma taurine levels have been found in a variety of conditions, i.e., depression, hypertension, hypothyroidism, gout, institutionalized patients, infertility, obesity, kidney failure and others. (http://www.dcnutrition.com/AminoAcids/).",125.147,184,"1-Aminoethane-2-sulfonate,1-Aminoethane-2-sulfonic acid,2-Aminoethanesulfonate,2-Aminoethanesulfonic acid,2-Aminoethylsulfonate,2-Aminoethylsulfonic acid,2-Sulfoethylamine,Aminoethylsulfonate,Aminoethylsulfonic acid,b-Aminoethylsulfonate,b-Aminoethylsulfonic acid,beta-Aminoethylsulfonate,beta-Aminoethylsulfonic acid,Taurine ",Endogenous,
