ionIdx,ionMz,,ionActive,ionQualTIC,ionAverageInt,mz difference,formula,ion,score,name,synonym,hmdb_id,kegg_id,other_ids
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1-Palmitoleoyl-2-docosahexaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:1/22:6); GPEtn(16:1n7/22:6n3); GPEtn(16:1w7/22:6w3); GPEtn(38:7); PE(16:1/22:6); PE(16:1n7/22:6n3); PE(16:1w7/22:6w3); PE(38:7); Phophatidylethanolamine(16:1/22:6); Phophatidylethanolamine(16:1n7/22:6n3); Phophatidylethanolamine(16:1w7/22:6w3); Phophatidylethanolamine(38:7),HMDB08979,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",1-Linoleoyl-2-eicosapentaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/20:5); GPEtn(18:2n6/20:5n3); GPEtn(18:2w6/20:5w3); GPEtn(38:7); PE(18:2/20:5); PE(18:2n6/20:5n3); PE(18:2w6/20:5w3); PE(38:7); Phophatidylethanolamine(18:2/20:5); Phophatidylethanolamine(18:2n6/20:5n3); Phophatidylethanolamine(18:2w6/20:5w3); Phophatidylethanolamine(38:7),HMDB09104,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",1-g-Linolenoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; 1-gamma-Linolenoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/20:4); GPEtn(18:3n6/20:4n6); GPEtn(18:3w6/20:4w6); GPEtn(38:7); PE(18:3/20:4); PE(18:3n6/20:4n6); PE(18:3w6/20:4w6); PE(38:7); Phophatidylethanolamine(18:3/20:4); Phophatidylethanolamine(18:3n6/20:4n6); Phophatidylethanolamine(18:3w6/20:4w6); Phophatidylethanolamine(38:7),HMDB09135,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",1-g-Linolenoyl-2-eicsoate; 1-g-Linolenoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-g-Linolenoyl-2-eicsoic acid; 1-gamma-Linolenoyl-2-eicsoate; 1-gamma-Linolenoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-gamma-Linolenoyl-2-eicsoic acid; GPEtn(18:3/20:4); GPEtn(18:3n6/20:4n3); GPEtn(18:3w6/20:4w3); GPEtn(38:7); PE(18:3/20:4); PE(18:3n6/20:4n3); PE(18:3w6/20:4w3); PE(38:7); Phophatidylethanolamine(18:3/20:4); Phophatidylethanolamine(18:3n6/20:4n3); Phophatidylethanolamine(18:3w6/20:4w3); Phophatidylethanolamine(38:7),HMDB09136,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))",1-a-Linolenoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; 1-alpha-Linolenoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/20:4); GPEtn(18:3n3/20:4n6); GPEtn(18:3w3/20:4w6); GPEtn(38:7); PE(18:3/20:4); PE(18:3n3/20:4n6); PE(18:3w3/20:4w6); PE(38:7); Phophatidylethanolamine(18:3/20:4); Phophatidylethanolamine(18:3n3/20:4n6); Phophatidylethanolamine(18:3w3/20:4w6); Phophatidylethanolamine(38:7),HMDB09168,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))",1-a-Linolenoyl-2-eicsoate; 1-a-Linolenoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-a-Linolenoyl-2-eicsoic acid; 1-alpha-Linolenoyl-2-eicsoate; 1-alpha-Linolenoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-alpha-Linolenoyl-2-eicsoic acid; GPEtn(18:3/20:4); GPEtn(18:3n3/20:4n3); GPEtn(18:3w3/20:4w3); GPEtn(38:7); PE(18:3/20:4); PE(18:3n3/20:4n3); PE(18:3w3/20:4w3); PE(38:7); Phophatidylethanolamine(18:3/20:4); Phophatidylethanolamine(18:3n3/20:4n3); Phophatidylethanolamine(18:3w3/20:4w3); Phophatidylethanolamine(38:7),HMDB09169,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z))",1-Stearidonoyl-2-meadoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:4/20:3); GPEtn(18:4n3/20:3n9); GPEtn(18:4w3/20:3w9); GPEtn(38:7); PE(18:4/20:3); PE(18:4n3/20:3n9); PE(18:4w3/20:3w9); PE(38:7); Phophatidylethanolamine(18:4/20:3); Phophatidylethanolamine(18:4n3/20:3n9); Phophatidylethanolamine(18:4w3/20:3w9); Phophatidylethanolamine(38:7),HMDB09199,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))",1-Stearidonoyl-2-homo-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Stearidonoyl-2-homo-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:4/20:3); GPEtn(18:4n3/20:3n6); GPEtn(18:4w3/20:3w6); GPEtn(38:7); PE(18:4/20:3); PE(18:4n3/20:3n6); PE(18:4w3/20:3w6); PE(38:7); Phophatidylethanolamine(18:4/20:3); Phophatidylethanolamine(18:4n3/20:3n6); Phophatidylethanolamine(18:4w3/20:3w6); Phophatidylethanolamine(38:7),HMDB09200,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z))",1-Meadoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:4); GPEtn(20:3n9/18:4n3); GPEtn(20:3w9/18:4w3); GPEtn(38:7); PE(20:3/18:4); PE(20:3n9/18:4n3); PE(20:3w9/18:4w3); PE(38:7); Phophatidylethanolamine(20:3/18:4); Phophatidylethanolamine(20:3n9/18:4n3); Phophatidylethanolamine(20:3w9/18:4w3); Phophatidylethanolamine(38:7),HMDB09327,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(20:3(8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z))",1-Homo-g-linolenoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; 1-Homo-gamma-linolenoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:4); GPEtn(20:3n6/18:4n3); GPEtn(20:3w6/18:4w3); GPEtn(38:7); PE(20:3/18:4); PE(20:3n6/18:4n3); PE(20:3w6/18:4w3); PE(38:7); Phophatidylethanolamine(20:3/18:4); Phophatidylethanolamine(20:3n6/18:4n3); Phophatidylethanolamine(20:3w6/18:4w3); Phophatidylethanolamine(38:7),HMDB09360,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))",1-Arachidonoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Arachidonoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:4/18:3); GPEtn(20:4n6/18:3n6); GPEtn(20:4w6/18:3w6); GPEtn(38:7); PE(20:4/18:3); PE(20:4n6/18:3n6); PE(20:4w6/18:3w6); PE(38:7); Phophatidylethanolamine(20:4/18:3); Phophatidylethanolamine(20:4n6/18:3n6); Phophatidylethanolamine(20:4w6/18:3w6); Phophatidylethanolamine(38:7),HMDB09391,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",1-Arachidonoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Arachidonoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:4/18:3); GPEtn(20:4n6/18:3n3); GPEtn(20:4w6/18:3w3); GPEtn(38:7); PE(20:4/18:3); PE(20:4n6/18:3n3); PE(20:4w6/18:3w3); PE(38:7); Phophatidylethanolamine(20:4/18:3); Phophatidylethanolamine(20:4n6/18:3n3); Phophatidylethanolamine(20:4w6/18:3w3); Phophatidylethanolamine(38:7),HMDB09392,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(20:4(8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",1-Eicsoate; 1-Eicsoatetraenoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoatetraenoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoic acid; GPEtn(20:4/18:3); GPEtn(20:4n3/18:3n6); GPEtn(20:4w3/18:3w6); GPEtn(38:7); PE(20:4/18:3); PE(20:4n3/18:3n6); PE(20:4w3/18:3w6); PE(38:7); Phophatidylethanolamine(20:4/18:3); Phophatidylethanolamine(20:4n3/18:3n6); Phophatidylethanolamine(20:4w3/18:3w6); Phophatidylethanolamine(38:7),HMDB09424,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(20:4(8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))",1-Eicsoate; 1-Eicsoatetraenoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoatetraenoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicsoic acid; GPEtn(20:4/18:3); GPEtn(20:4n3/18:3n3); GPEtn(20:4w3/18:3w3); GPEtn(38:7); PE(20:4/18:3); PE(20:4n3/18:3n3); PE(20:4w3/18:3w3); PE(38:7); Phophatidylethanolamine(20:4/18:3); Phophatidylethanolamine(20:4n3/18:3n3); Phophatidylethanolamine(20:4w3/18:3w3); Phophatidylethanolamine(38:7),HMDB09425,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",1-Eicosapentaenoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:5/18:2); GPEtn(20:5n3/18:2n6); GPEtn(20:5w3/18:2w6); GPEtn(38:7); PE(20:5/18:2); PE(20:5n3/18:2n6); PE(20:5w3/18:2w6); PE(38:7); Phophatidylethanolamine(20:5/18:2); Phophatidylethanolamine(20:5n3/18:2n6); Phophatidylethanolamine(20:5w3/18:2w6); Phophatidylethanolamine(38:7),HMDB09456,C00350,
307,760.4930801,760.4931,TRUE,0.751320094,220244.3111,-0.000831612,C43H72NO8P,-H(-),100,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",1-Docosahexaenoyl-2-palmitoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(22:6/16:1); GPEtn(22:6n3/16:1n7); GPEtn(22:6w3/16:1w7); GPEtn(38:7); PE(22:6/16:1); PE(22:6n3/16:1n7); PE(22:6w3/16:1w7); PE(38:7); Phophatidylethanolamine(22:6/16:1); Phophatidylethanolamine(22:6n3/16:1n7); Phophatidylethanolamine(22:6w3/16:1w7); Phophatidylethanolamine(38:7),HMDB09683,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))",1-Pentadecanoyl-2-eicosapentaenoyl-sn-glycero-3-phosphocholine; GPCho(15:0/20:5); GPCho(15:0/20:5n3); GPCho(15:0/20:5w3); GPCho(35:5); Lecithin; PC(15:0/20:5); PC(15:0/20:5n3); PC(15:0/20:5w3); PC(35:5); Phosphatidylcholine(15:0/20:5); Phosphatidylcholine(15:0/20:5n3); Phosphatidylcholine(15:0/20:5w3); Phosphatidylcholine(35:5),HMDB07951,C00157,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)",1-Eicosapentaenoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine; GPCho(20:5/15:0); GPCho(20:5n3/15:0); GPCho(20:5w3/15:0); GPCho(35:5); Lecithin; PC(20:5/15:0); PC(20:5n3/15:0); PC(20:5w3/15:0); PC(35:5); Phosphatidylcholine(20:5/15:0); Phosphatidylcholine(20:5n3/15:0); Phosphatidylcholine(20:5w3/15:0); Phosphatidylcholine(35:5),HMDB08494,C00157,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(16:0/22:5(4Z,7Z,10Z,13Z,16Z))",1-Palmitoyl-2-docosapentaenoyl-sn-glycero-3-phosphoethanolamine; 1-Palmitoyl-2-osbondoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:0/22:5); GPEtn(16:0/22:5n6); GPEtn(16:0/22:5w6); GPEtn(38:5); PE(16:0/22:5); PE(16:0/22:5n6); PE(16:0/22:5w6); PE(38:5); Phophatidylethanolamine(16:0/22:5); Phophatidylethanolamine(16:0/22:5n6); Phophatidylethanolamine(16:0/22:5w6); Phophatidylethanolamine(38:5),HMDB08944,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(16:0/22:5(7Z,10Z,13Z,16Z,19Z))",1-Palmitoyl-2-docosapentaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:0/22:5); GPEtn(16:0/22:5n3); GPEtn(16:0/22:5w3); GPEtn(38:5); PE(16:0/22:5); PE(16:0/22:5n3); PE(16:0/22:5w3); PE(38:5); Phophatidylethanolamine(16:0/22:5); Phophatidylethanolamine(16:0/22:5n3); Phophatidylethanolamine(16:0/22:5w3); Phophatidylethanolamine(38:5),HMDB08945,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))",1-Palmitoleoyl-2-adrenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(16:1/22:4); GPEtn(16:1n7/22:4n6); GPEtn(16:1w7/22:4w6); GPEtn(38:5); PE(16:1/22:4); PE(16:1n7/22:4n6); PE(16:1w7/22:4w6); PE(38:5); Phophatidylethanolamine(16:1/22:4); Phophatidylethanolamine(16:1n7/22:4n6); Phophatidylethanolamine(16:1w7/22:4w6); Phophatidylethanolamine(38:5),HMDB08976,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:0/20:5(5Z,8Z,11Z,14Z,17Z))",1-Stearoyl-2-eicosapentaenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:0/20:5); GPEtn(18:0/20:5n3); GPEtn(18:0/20:5w3); GPEtn(38:5); PE(18:0/20:5); PE(18:0/20:5n3); PE(18:0/20:5w3); PE(38:5); Phophatidylethanolamine(18:0/20:5); Phophatidylethanolamine(18:0/20:5n3); Phophatidylethanolamine(18:0/20:5w3); Phophatidylethanolamine(38:5),HMDB09005,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))",1-Vaccenoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/20:4); GPEtn(18:1n7/20:4n6); GPEtn(18:1w7/20:4w6); GPEtn(38:5); PE(18:1/20:4); PE(18:1n7/20:4n6); PE(18:1w7/20:4w6); PE(38:5); Phophatidylethanolamine(18:1/20:4); Phophatidylethanolamine(18:1n7/20:4n6); Phophatidylethanolamine(18:1w7/20:4w6); Phophatidylethanolamine(38:5),HMDB09036,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))",1-Vaccenoyl-2-eicsoate; 1-Vaccenoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-Vaccenoyl-2-eicsoic acid; GPEtn(18:1/20:4); GPEtn(18:1n7/20:4n3); GPEtn(18:1w7/20:4w3); GPEtn(38:5); PE(18:1/20:4); PE(18:1n7/20:4n3); PE(18:1w7/20:4w3); PE(38:5); Phophatidylethanolamine(18:1/20:4); Phophatidylethanolamine(18:1n7/20:4n3); Phophatidylethanolamine(18:1w7/20:4w3); Phophatidylethanolamine(38:5),HMDB09037,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))",1-Oleoyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:1/20:4); GPEtn(18:1n9/20:4n6); GPEtn(18:1w9/20:4w6); GPEtn(38:5); PE(18:1/20:4); PE(18:1n9/20:4n6); PE(18:1w9/20:4w6); PE(38:5); Phophatidylethanolamine(18:1/20:4); Phophatidylethanolamine(18:1n9/20:4n6); Phophatidylethanolamine(18:1w9/20:4w6); Phophatidylethanolamine(38:5),HMDB09069,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))",1-Oleoyl-2-eicsoate; 1-Oleoyl-2-eicsoatetraenoyl-sn-glycero-3-phosphoethanolamine; 1-Oleoyl-2-eicsoic acid; GPEtn(18:1/20:4); GPEtn(18:1n9/20:4n3); GPEtn(18:1w9/20:4w3); GPEtn(38:5); PE(18:1/20:4); PE(18:1n9/20:4n3); PE(18:1w9/20:4w3); PE(38:5); Phophatidylethanolamine(18:1/20:4); Phophatidylethanolamine(18:1n9/20:4n3); Phophatidylethanolamine(18:1w9/20:4w3); Phophatidylethanolamine(38:5),HMDB09070,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))",1-Linoleoyl-2-meadoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/20:3); GPEtn(18:2n6/20:3n9); GPEtn(18:2w6/20:3w9); GPEtn(38:5); PE(18:2/20:3); PE(18:2n6/20:3n9); PE(18:2w6/20:3w9); PE(38:5); Phophatidylethanolamine(18:2/20:3); Phophatidylethanolamine(18:2n6/20:3n9); Phophatidylethanolamine(18:2w6/20:3w9); Phophatidylethanolamine(38:5),HMDB09100,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))",1-Linoleoyl-2-homo-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Linoleoyl-2-homo-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:2/20:3); GPEtn(18:2n6/20:3n6); GPEtn(18:2w6/20:3w6); GPEtn(38:5); PE(18:2/20:3); PE(18:2n6/20:3n6); PE(18:2w6/20:3w6); PE(38:5); Phophatidylethanolamine(18:2/20:3); Phophatidylethanolamine(18:2n6/20:3n6); Phophatidylethanolamine(18:2w6/20:3w6); Phophatidylethanolamine(38:5),HMDB09101,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))",1-g-Linolenoyl-2-eicosadienoyl-sn-glycero-3-phosphoethanolamine; 1-gamma-Linolenoyl-2-eicosadienoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/20:2); GPEtn(18:3n6/20:2n6); GPEtn(18:3w6/20:2w6); GPEtn(38:5); PE(18:3/20:2); PE(18:3n6/20:2n6); PE(18:3w6/20:2w6); PE(38:5); Phophatidylethanolamine(18:3/20:2); Phophatidylethanolamine(18:3n6/20:2n6); Phophatidylethanolamine(18:3w6/20:2w6); Phophatidylethanolamine(38:5),HMDB09132,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))",1-a-Linolenoyl-2-eicosadienoyl-sn-glycero-3-phosphoethanolamine; 1-alpha-Linolenoyl-2-eicosadienoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:3/20:2); GPEtn(18:3n3/20:2n6); GPEtn(18:3w3/20:2w6); GPEtn(38:5); PE(18:3/20:2); PE(18:3n3/20:2n6); PE(18:3w3/20:2w6); PE(38:5); Phophatidylethanolamine(18:3/20:2); Phophatidylethanolamine(18:3n3/20:2n6); Phophatidylethanolamine(18:3w3/20:2w6); Phophatidylethanolamine(38:5),HMDB09165,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))",1-Stearidonoyl-2-eicosenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(18:4/20:1); GPEtn(18:4n3/20:1n9); GPEtn(18:4w3/20:1w9); GPEtn(38:5); PE(18:4/20:1); PE(18:4n3/20:1n9); PE(18:4w3/20:1w9); PE(38:5); Phophatidylethanolamine(18:4/20:1); Phophatidylethanolamine(18:4n3/20:1n9); Phophatidylethanolamine(18:4w3/20:1w9); Phophatidylethanolamine(38:5),HMDB09197,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))",1-Eicosenoyl-2-stearidonoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:1/18:4); GPEtn(20:1n9/18:4n3); GPEtn(20:1w9/18:4w3); GPEtn(38:5); PE(20:1/18:4); PE(20:1n9/18:4n3); PE(20:1w9/18:4w3); PE(38:5); Phophatidylethanolamine(20:1/18:4); Phophatidylethanolamine(20:1n9/18:4n3); Phophatidylethanolamine(20:1w9/18:4w3); Phophatidylethanolamine(38:5),HMDB09261,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))",1-Eicosadienoyl-2-g-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicosadienoyl-2-gamma-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:2/18:3); GPEtn(20:2n6/18:3n6); GPEtn(20:2w6/18:3w6); GPEtn(38:5); PE(20:2/18:3); PE(20:2n6/18:3n6); PE(20:2w6/18:3w6); PE(38:5); Phophatidylethanolamine(20:2/18:3); Phophatidylethanolamine(20:2n6/18:3n6); Phophatidylethanolamine(20:2w6/18:3w6); Phophatidylethanolamine(38:5),HMDB09292,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))",1-Eicosadienoyl-2-a-linolenoyl-sn-glycero-3-phosphoethanolamine; 1-Eicosadienoyl-2-alpha-linolenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:2/18:3); GPEtn(20:2n6/18:3n3); GPEtn(20:2w6/18:3w3); GPEtn(38:5); PE(20:2/18:3); PE(20:2n6/18:3n3); PE(20:2w6/18:3w3); PE(38:5); Phophatidylethanolamine(20:2/18:3); Phophatidylethanolamine(20:2n6/18:3n3); Phophatidylethanolamine(20:2w6/18:3w3); Phophatidylethanolamine(38:5),HMDB09293,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:3(5Z,8Z,11Z)/18:2(9Z,12Z))",1-Meadoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:2); GPEtn(20:3n9/18:2n6); GPEtn(20:3w9/18:2w6); GPEtn(38:5); PE(20:3/18:2); PE(20:3n9/18:2n6); PE(20:3w9/18:2w6); PE(38:5); Phophatidylethanolamine(20:3/18:2); Phophatidylethanolamine(20:3n9/18:2n6); Phophatidylethanolamine(20:3w9/18:2w6); Phophatidylethanolamine(38:5),HMDB09324,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",1-Homo-g-linolenoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; 1-Homo-gamma-linolenoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:3/18:2); GPEtn(20:3n6/18:2n6); GPEtn(20:3w6/18:2w6); GPEtn(38:5); PE(20:3/18:2); PE(20:3n6/18:2n6); PE(20:3w6/18:2w6); PE(38:5); Phophatidylethanolamine(20:3/18:2); Phophatidylethanolamine(20:3n6/18:2n6); Phophatidylethanolamine(20:3w6/18:2w6); Phophatidylethanolamine(38:5),HMDB09357,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",1-Arachidonoyl-2-vaccenoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:4/18:1); GPEtn(20:4n6/18:1n7); GPEtn(20:4w6/18:1w7); GPEtn(38:5); PE(20:4/18:1); PE(20:4n6/18:1n7); PE(20:4w6/18:1w7); PE(38:5); Phophatidylethanolamine(20:4/18:1); Phophatidylethanolamine(20:4n6/18:1n7); Phophatidylethanolamine(20:4w6/18:1w7); Phophatidylethanolamine(38:5),HMDB09388,C00350,
308,764.5233983,764.5234,TRUE,0.755501658,4864837.185,0.000161295,C43H76NO8P,-H(-),41,"PE(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",1-Arachidonoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine; GPEtn(20:4/18:1); GPEtn(20:4n6/18:1n9); GPEtn(20:4w6/18:1w9); GPEtn(38:5); PE(20:4/18:1); PE(20:4n6/18:1n9); PE(20:4w6/18:1w9); PE(38:5); Phophatidylethanolamine(20:4/18:1); Phophatidylethanolamine(20:4n6/18:1n9); Phophatidylethanolamine(20:4w6/18:1w9); Phophatidylethanolamine(38:5),HMDB09389,C00350,
